video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=xgqDj9A4UTc&pp=ygUNdHJhdmVsIEFmcmljYdIHCQlPCgGHKiGM7w%3D%3D,/@World.TourYT,World Tour,MADAGASCAR: The World's Strangest Island,1.9M,4 months,"Eighty-eight million years of isolation turned Madagascar into Earth's strangest laboratory — dancing lemurs, upside-down trees, ...",2026-01-17 02:28:50.352800
/watch?v=-Da2jFT58zA&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@WODEMAYA,WODE MAYA,Why Is It Difficult For Africans To Travel In Africa??,777K,5 months,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,2026-01-17 02:28:58.080721
/watch?v=O0LPjZ8ZWug&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@LifestyleHal,Lifestyle Hal,10 Most Beautiful Safaris to Visit in Africa 🐘 | Safari Travel Guide,152K,2 years,10 Most Beautiful Safaris to Visit in Africa | Safari Travel Guide. Some of the best places to visit on Safari in Africa are right here in ...,2026-01-17 02:28:58.082815
/watch?v=f8o9n-bKeQM&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@BestEverFoodReviewShow,Best Ever Food Review Show,Eating with Africa’s SNAKE TRIBE!! DANGEROUS Dining in Tanzania!!,6.4M,3 years,... Mhandeni (@the_vigillant) PRODUCTION COMPANY » Experiential Travel Africa (email: info@experientialtravelafrica.com) ...,2026-01-17 02:28:58.084735
/watch?v=0YEfe9bN8pw&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@EllisvanJason,Ellis van Jason,Africa Unseen 8K | What people haven't seen!,215K,5 months,"7 years ago, I bought my first drone and action camera to explore the world differently. My goal was to show people something ...",2026-01-17 02:28:58.087169
/watch?v=H-obWRU-K9s&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@myunrealplanettv.,My Unreal Planet TV,Hidden Natural Wonders of Africa | Hidden Places I Wish I Found Sooner,438K,7 months,Discover Africa's Best-Kept Secrets | Hidden Natural Wonders You've Never Heard Of! Are you ready to explore the untouched ...,2026-01-17 02:28:58.089749
/watch?v=919MPB2GXHU&pp=ygUNdHJhdmVsIEFmcmljYdIHCQlPCgGHKiGM7w%3D%3D,/@goaloneTV,Go Alone,NAMIBIA | 4x4 Travel Documentary | AFRICA's Hidden Gem,91K,2 months,"Come along for an epic overlanding trip through Namibia in an old Toyota Hilux, a 4x4 travel documentary all about exploring one ...",2026-01-17 02:28:58.091664
/watch?v=N-9ziUnJVeE&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@WODEMAYA,WODE MAYA,The Africa You Don't See On TV!(Ethiopia🇪🇹),1.5M,2 months,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,2026-01-17 02:28:58.093068
/watch?v=vH4YqVJnxOY&pp=ygUNdHJhdmVsIEFmcmljYdIHCQlPCgGHKiGM7w%3D%3D,/@StevenNdukwu,Steven Ndukwu,Ivory Coast: Africa Most Developed Country you never Knew,1.1M,1 year,"in today's episode, I visited the beautiful West African country Ivory Coast and it wasn't exactly what I expected of it.",2026-01-17 02:28:58.096413
/watch?v=yhjN85Q-O5E&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@Davud_Akh,Davud Akhundzada,This Happens When You Travel To The Poorest Country In Southeastern Africa - Malawi 🇲🇼,174K,2 months,"While you are watching the video, check out my International Holafly eSIM card, which is available for over +200 destinations.",2026-01-17 02:28:58.097755
/watch?v=mbqCXpmo15A&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@FernwehChronicles,Fernweh Chronicles,Masai Mara | The Safari of a LIFETIME!,4.5M,4 years,BOOK Basecamp Masai Mara here - https://bit.ly/basecampgo2africa We've partnered with the travel specialists in all things Africa ...,2026-01-17 02:28:58.099613
/watch?v=tSaOnFv7JJQ&pp=ygUNdHJhdmVsIEFmcmljYdIHCQlPCgGHKiGM7w%3D%3D,/@baldandbankrupt,bald and bankrupt,I Investigated Africa's Dodgiest Ghetto🇺🇬,2.2M,1 year,"Buy my book about becoming a YouTuber here: https://mrbaldandbankrupt.com Part One: Whilst visiting Kampala, the capital ...",2026-01-17 02:28:58.100952
/watch?v=0lMC_eZZtWA&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@BestEverFoodReviewShow,Best Ever Food Review Show,Surviving 24 Hours with Africa's Toughest Tribe!!,3.4M,2 years,EXPLORE ETHIOPIA » http://GoFurther.Tours BEST EVER FOOD INDIA » https://www.youtube.com/@besteverfoodindia ...,2026-01-17 02:28:58.103414
/watch?v=7pHED_tv1QM&pp=ygUNdHJhdmVsIEFmcmljYdIHCQlPCgGHKiGM7w%3D%3D,/@tripinsight.travel,Trip Insight,Wonders of South Africa | The Most Amazing Places in South Africa | Travel Video 4K,615K,1 year,"Wonders of South Africa | The Most Amazing Places in South Africa | Travel Video 4K Subscribe to the channel here, it's free but ...",2026-01-17 02:28:58.106737
/watch?v=-WrP-xU-6V0&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@TayoAinaFilms,Tayo Aina,Namibia: A Side Of Africa The Media Won’t Show You,6.4M,3 years,Sign up for an Epidemic Sound Subscription: https://share.epidemicsound.com/tayooct22 Namibia: A Side Of Africa The Media ...,2026-01-17 02:28:58.108178
/watch?v=366ooN49spY&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@TopTravel_YT,Top Travel,"Uganda Like You’ve Never Seen | Mountains, Gorillas & Untamed Beauty 4K",1.8M,1 year,#Uganda #PearlofAfrica #ExploreUganda #TravelAfrica #BwindiGorillas #MurchisonFalls #Kampala #RwenzoriMountains ...,2026-01-17 02:28:58.109864
/watch?v=b7uIyBvDGAI&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@harryjaggardtravel,Harry Jaggard,Tourists Don't Visit this Secretive African Dictatorship 🇪🇷,1.8M,7 months,Watch more of my best videos here: (https://www.youtube.com/playlist?list=PLIQ9xpXF0V-Hm9Mk5GyMHsQj1whMBWpq2) If you ...,2026-01-17 02:28:58.111537
/shorts/s1xVz5u38B4,/@EYLClips,Earn Your Leisure Clips,Kelis’ Top 5 Must-Visit Destinations in Africa,70K,7 months,"In this special short of EYL, host Rashad Bilal sits down with the iconic Kelis to uncover her favorite travel destinations across the ...",2026-01-17 02:28:58.112813
/watch?v=u91U8oPJzL8&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@RelaxationFilm,Relaxation Film,Africa 4K • Nature Relaxation Film – Wildlife & Tribal Music | 4K Ultra HD,3.8M,3 years,"The most beautiful scenes in Africa were filmed by me in Namibia, South Africa and the highest mountain in Africa is Mount ...",2026-01-17 02:29:06.508295
/watch?v=o9e8_Y8AFkg&pp=ygUNdHJhdmVsIEFmcmljYdIHCQlPCgGHKiGM7w%3D%3D,/@lostleblanc,Lost LeBlanc,We Tried 2 African Safaris (BUDGET vs. LUXURY),301K,8 months,Book your own Safari. Do it with my friend Ella: https://safarisbyella.com/ref/3/?campaign=kruger Get my free program to make ...,2026-01-17 02:29:06.510268
/watch?v=m7akhsmgRJ8&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@ExpertLocalTraveller,Expert Local Traveller,10 UNBELIEVABLY CHEAP & SAFE AFRICA travel destinations in 2026,1.2K,6 months,10 Cheapest & Safest Countries to Visit in Africa in 2026 Think traveling in Africa is risky or expensive? Think again. In this ...,2026-01-17 02:29:06.511419
/watch?v=nkdKilyo9KM&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@Nastassjaferjuste,Tajah Ferjuste,"SOUTH AFRICA TRAVEL VLOG: 2 WEEKS IN MOTHER LAND, SAFARI, VILLAGE TOUR, WINERY, EXPLORING AFRICA",103K,1 year,Thanks so much to Homeaglow for sponsoring today's video! Head to https://www.homeaglow.com/tajah to get your first 3 hours of ...,2026-01-17 02:29:06.515326
/watch?v=JILfRdA5oWs&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@EiiScanty,Scanty Explores !,This Is Not Europe or America🇺🇸 This is Ghana 🇬🇭,535K,11 months,"If You enjoyed this about Ghana, Support Our travels to bring you this and Many more Fidelity Bank, Adenta Branch ...",2026-01-17 02:29:06.516542
/shorts/EdW6Qr69GIM,/@TravelAfricaMore,Travel Africa & More,The King’s Stillness: Incredible Lion Sighting in Africa 🦁 | Luxury Safari | Travel Africa & More,824,11 hours,A moment of stillness for the King. There is nothing quite like the quiet power of a lion in his natural element. From the ...,2026-01-17 02:29:06.518998
/shorts/cmWwBbway1c,/@life2wander865,Life2Wander,Kenya Expenses for 6 Days Safari | Masai Mara cost | Safari Expenses | Budget for Masai Mara | Lion,395K,6 months,... at least 10 days before travel cost is around 500 rupees per person and check the caption for the list of hospitals safari package ...,2026-01-17 02:29:06.520537
/watch?v=GV3UJQ27nhg&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@Dallinandbella,Dallin and Bella ,Spending 6 Days In Kenya Africa!,688K,3 months,Had such an incredible time with the Safari Collection in Kenya Africa. Some of the highlights of our trip were the early morning ...,2026-01-17 02:29:06.522219
/watch?v=ZQnm_63Fr1I&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@FernwehChronicles,Fernweh Chronicles,THIS Is the African Safari to Go On | Botswana’s Okavango Delta,391K,9 months,"Few experiences in life compare to a safari, especially in Botswana's Okavango Delta. Ever wondered what a safari looks like?",2026-01-17 02:29:06.524440
/shorts/AKJ_XiGdFIg,/@drewbinsky,Drew Binsky,This African city is cleaner than your city!! #shorts #travel #africa,2.6M,2 years,This African city is cleaner than your city welcome to kigari Rwanda the streets are so clean there's not a single piece of trash on ...,2026-01-17 02:29:06.525639
/watch?v=RCNH9_z8EB0&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@tripinsight.travel,Trip Insight,Wonders of Kenya | The Most Amazing Places in Kenya | Travel Video 4K,856K,1 year,"Wonders of Kenya | The Most Amazing Places in Kenya | Travel Video 4K Subscribe to the channel here, it's free but means a lot ...",2026-01-17 02:29:06.529783
/shorts/GDjhe0v0HI4,/@RyanShirley,Ryan Shirley,I love you Africa 🌋🦁 #tanzania #travel #africa,35K,2 years,"We spent 12 hours, starting at Midnight, hiking the Ol Doinyo Lengai Volcano, aka ""Mountain of God"" It was one of the hardest ...",2026-01-17 02:29:06.530965
/shorts/zlErDhXmNVw,/@KajaKubicka,Kaja Kubicka,"""Are you not afraid to travel AFRICA SOLO!?""",5.5K,2 years,Get MY BOOK 'I lived in Shanghai' on Amazon! https://amzn.to/3pLoeQ4 Instagram @bykajaa https://www.instagram.com/bykajaa/ ...,2026-01-17 02:29:06.534279
/shorts/GeyeY2q17x4,/@RichPerspectives,Rich Perspectives,Why is it difficult for Africans to travel Africa? (Pt.1) #shorts,92K,2 years,Why is it so difficult to travel within Africa as an African travel for everyone African or not is already a hectic experience but for ...,2026-01-17 02:29:06.535543
/shorts/5Rl5ztTzP2Q,/@TayoAinaFilms,Tayo Aina,I Visited Africas Emptiest Country 🇳🇦 #travel #africa,3.5M,1 year,I Visited Africas Emptiest Country.,2026-01-17 02:29:14.857890
/watch?v=CSyM7QGNr4s&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@realcoolvision,CoolVision,Johannesburg Shocked Me — This Is Africa’s Wealthiest City?!,647K,1 year,"Is Johannesburg Worth Visiting? In this video, we will visit the MOST DANGEROUS Part of Johannesburg, and uncover its hidden ...",2026-01-17 02:29:14.859155
/watch?v=lXyra3SZNOc&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@TopTravel_YT,Top Travel,The Wildest Place on Earth? | Tanzania Like You’ve Never Seen in 4K,1.1M,1 year,... #NgorongoroCrater #StoneTown #LakeManyara #AdventureTravel #PristineNature #Wanderlust #TravelAfrica Chapters: 00:00 ...,2026-01-17 02:29:14.860123
/watch?v=oZ__0Nb-iJo&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@BaldGirlWillTravel,BaldGirlWillTravel,Traveling While Black in Africa: My Most & Least Welcoming Countries,143K,3 months,Traveling While Black in Africa: My Most & Least Welcoming Countries Traveling while Black in Africa comes with a range of ...,2026-01-17 02:29:14.860921
/shorts/IVu3ZXkXZrY,/@KajaKubicka,Kaja Kubicka,Why I won't be coming back to Zanzibar,355K,2 years,Get MY BOOK 'I lived in Shanghai' on Amazon! https://amzn.to/3pLoeQ4 Instagram @bykajaa https://www.instagram.com/bykajaa/ ...,2026-01-17 02:29:14.861981
/shorts/39wXhMPh9ow,/@Dnzhtravels,Dnzh Travels,What I got for $1 in Burundi 🇧🇮 (worlds poorest country!) #africa #african #burundi #travel,7.5M,1 year,... what $1 gets you in one of the world's poorest countries welcome to the small landlock country in East Africa called Burundi and ...,2026-01-17 02:29:14.862730
/watch?v=WxM5eTHEWzs&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@allisonanderson,Allison Anderson,"My Trip to Botswana | Safari in Okavango Delta, Chobe National Park",262K,9 months,Adventures on INSTAGRAM ▷ http://www.instagram.com/photoallison My website ▷ http://www.allisonanderson.com Business ...,2026-01-17 02:29:14.863771
/shorts/KdVFJwgJogY,/@TourismNewsAfrica,Tourism News Africa,Africa’s top travel spots are battling it out! 🏆🌍  #tourismnewsafrica #travelafrica,7.3K,7 months,"Our bar chart race spills the tea on Africa's most visited countries, from Morocco's buzzing markets to South Africa's wild game ...",2026-01-17 02:29:14.864493
/watch?v=uzC1VCYLPl8&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@FreeDocumentary,Free Documentary,World’s Most Dangerous Roads | Mali | Free Documentary,9.5M,4 years,World's Most Dangerous Roads | The Hot Routes of Mali (2010) World's Most Dangerous Roads - The Canadian Ice Roads: ...,2026-01-17 02:29:14.865441
/watch?v=lsY2oGuHFqQ&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@travelforphoebe,Travel For Phoebe,Know BEFORE You Go! SOUTH AFRICA 🇿🇦 Essential Travel Tips,163K,3 years,Watch this BEFORE you go to South Africa! Here are all our travel tips after visiting this beautiful country twice including when to ...,2026-01-17 02:29:14.866376
/watch?v=Tr6PU3wH6ts&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@Ganodidit,Gano Did It,Spending 10 Days In Africa's Most Unique Country | Cape Verde,913K,1 year,Go to http://piavpn.com/ganodidit to get 83% off Private Internet Access with 4 months free. Spending 10 Days in Cape Verde: The ...,2026-01-17 02:29:14.867406
/watch?v=p-KKkL8okeE&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@likenastyagb,Like Nastya GB,Nastya on a safari trip to Africa to see wild animals,6M,1 year,Nastya loves to visit all over the world. Nastya went on a Family trip to Africa. Nastya learns the African culture and meets African ...,2026-01-17 02:29:14.868097
/watch?v=mJUO3hT06t8&pp=ygUNdHJhdmVsIEFmcmljYdIHCQlPCgGHKiGM7w%3D%3D,/@FernwehChronicles,Fernweh Chronicles,Exploring Africa’s Emptiest Country (We had Namibia to ourselves),489K,1 year,"Welcome to the least densely populated country in Africa, where you're more likely to encounter wildlife than people. Endless ...",2026-01-17 02:29:14.869117
/shorts/1mZmQ7jFgA4,/@TripOfficial,Trip.com,Add Zanzibar to your summer travel bucket list✈️,183K,2 years,Cr: TikTok@cacthagypsea #travel #travel2023 #destination #zanzibar.,2026-01-17 02:29:14.869835
/watch?v=sTio_0rwR1s&pp=ygUNdHJhdmVsIEFmcmljYQ%3D%3D,/@IndigoTraveller,Indigo Traveller,24 Hours Inside Ghana's Capital City (crazy African megacity),3.6M,3 years,"Arriving in Accra, Ghana and first impressions of this breathtaking city in Africa. Stay tuned to my Instagram for photos & updates: ...",2026-01-17 02:29:14.870701
