video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=QPbRPXX33Gs&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@scenichunter,Scenic Hunter,25 Best Places To Visit In North America | North America Travel Guide,5.5K,10 months,25 Best Places to Visit in North America | 4K North America Travel Guide #northamerica #usa #canada #mexico #nothernamerica ...,2026-01-17 02:29:29.696018
/watch?v=AneAgyUxBsg&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@touropia,touropia,50 Best Places to Visit in the USA - Travel Video,9.4M,2 years,"Comprised of 50 states, the USA occupies an area that's only just marginally smaller than Europe. It's in this vast country that you ...",2026-01-17 02:29:29.696802
/watch?v=4pvxF5c_Ot4&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@GreenerGrass,Jeb Brooks,The MOST SCENIC TRAINS in North America (2025 Guide),527K,1 year,Watch this video to see the 5 Most Scenic Trains in North America. This video will give you everything you need to know to start ...,2026-01-17 02:29:29.697690
/watch?v=FO0vJC6pC8w&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@tripinsight.travel,Trip Insight,Wonders of North America | The Hidden Places No One Talks About! | Travel Video 4K,5K,4 months,"Wonders of North America | The Hidden Places No One Talks About! | Travel Video 4K Subscribe to the channel here, it's free but ...",2026-01-17 02:29:29.698652
/watch?v=25qgcLdenc4&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@KeepYourDaydream,Keep Your Daydream,Top 100 Places to Visit in North America (Travel Guide),114K,2 years,The Summer To Remember store is now open! But not for long. Join us in making it a #SummerToRemember ...,2026-01-17 02:29:29.699563
/watch?v=aHiSiPBmSus&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@discoverydestination,Discovery Destination,10 Best Countries to Visit In North America,2.2K,2 years,Explore the 10 best countries to visit In North America. North America is a must-visit continent attracting millions of visitors every ...,2026-01-17 02:29:29.700182
/watch?v=u43YRqJndB4&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2HSBwkJTwoBhyohjO8%3D,/@EpicExplorationsTVEN,EpicExplorationsTV EN,WONDERS OF USA | 80 Most Beautiful Places in the United States | 4K Travel Guide,898K,9 months,"North America reveals its extraordinary diversity in this journey across the USA: ancient redwood forests in California, fiery deserts ...",2026-01-17 02:29:29.700883
/watch?v=CpDuuyxSxzI&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@tripinsight.travel,Trip Insight,Wonders of North America | The Most Amazing Places in North America | Travel Video 4K,30K,1 year,"Wonders of North America | The Most Amazing Places in North America | Travel Video 4K Subscribe to the channel here, it's free ...",2026-01-17 02:29:29.702311
/watch?v=AOUK3Oit86o&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@natgeokids,Nat Geo Kids,North America | Destination World,1.1M,7 years,Experience the continent with the most diverse environments in this episode of “Destination World.” North America stretches from ...,2026-01-17 02:29:29.703242
/watch?v=OE995KsdooA&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@EatSeeTV,Eat See TV,2 Days in Quebec City: North America's Most Charming City!,136K,6 months,"Join us as we discover the beauty, charm, and magic of Quebec City, Canada. We spend 2 days in Quebec City exploring the ...",2026-01-17 02:29:29.704000
/watch?v=ADquKu018sE&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2HSBwkJTwoBhyohjO8%3D,/@scenichunter,Scenic Hunter,15 Best Vacation Spots In USA To Visit | Travel Video,708K,1 year,15 Best Vacation Spots In USA To Visit | Travel Video #usa #vacation #vacationspots #travel #ustravel #traveldestinations Are you ...,2026-01-17 02:29:29.705162
/watch?v=KH676o0_PlE&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@discoverydestination,Discovery Destination,10 Best Places to Visit in North America,2.2K,2 years,"Explore the 10 best places to visit in North America, from stunning natural wonders to diverse cultural experiences. In this travel ...",2026-01-17 02:29:29.706858
/watch?v=8e0q8AQNmis&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@KevinEassa,Kevin Eassa,TOP 10 USA ROADTRIPS TO DO IN 2024,1M,2 years,Today we're diving in to the best roadtrips to do in the country. This is a destination packed travel guide that should give you ...,2026-01-17 02:29:29.708026
/watch?v=4ecivTk6F18&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@EliteTravelTV,Elite Travel,15 Most Beautiful National Parks in North America - Travel Video,566,2 years,"Welcome to the wilderness lover's dreamland! 🏞️ In this Elite Travel guide, we're unveiling the top 15 most beautiful National ...",2026-01-17 02:29:29.709212
/watch?v=dlzFFBJGDCg&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@EpicExplorationsTVEN,EpicExplorationsTV EN,WONDERS OF USA | The Most Amazing Places in the United States | 4K Travel Guide,584K,1 year,Discover the best places to visit in the United States in this journey through the most diverse and spectacular country in the world!,2026-01-17 02:29:29.709885
/watch?v=XxK_hxZz9YQ&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@LearnBright,Learn Bright,All about North America for Kids | Learn about the countries of the North American Continent,354K,2 years,"How many countries make up North America? A lot of people think of Canada, the USA, and Mexico. In All about North America ...",2026-01-17 02:29:29.710797
/watch?v=JUfybRQc_1o&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@RyanShirley,Ryan Shirley,Top 25 Places To Visit In The USA,4.1M,4 years,"The USA is home to some of the world's most beautiful places! From the Hawaiian Islands to the historic East Coast, the United ...",2026-01-17 02:29:29.711706
/watch?v=MX05DW_cmWE&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@ArtWeThereYet,Art We There Yet?,Driving the World's Longest Road: Our Epic Journey Begins,1.7M,1 year,"A journey from Alaska to Argentina begins, with a touch of drama along the way. Join our Patreon family & support the channel!",2026-01-17 02:29:29.712331
/watch?v=8LI0H3IPH3k&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@kugastravel5180,Kuga's Travel,🇺🇸🇨🇦14 Days Round-the-North-America Train Journey | Amtrak & VIA Rail,205K,1 year,Trains used in this RTNA Journey Coast Starlight (LA→Seattle) The Cascades(Seattle→Vancouver) The ...,2026-01-17 02:29:29.713203
/shorts/GpNMbdVh5RU,/@georgeandcris,George and Cris,North America’s most scenic road DETAILS 😍⬇️ 🫶🏼 Send this to your road trip buddy! 📍 The,15K,10 months,"North America's most scenic road DETAILS ⬇️ Send this to your road trip buddy! The Icefields Parkway in Alberta, ...",2026-01-17 02:29:36.654171
/watch?v=NjKqHBL3qcY&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@the_travel_guide,The Travel Guide,TOP 5 | BEST ROAD TRIPS IN THE US | NORTH AMERICA TRAVEL GUIDE,15K,3 years,In this video we will provide our Top 5 picks for the Best Road Trips in the US. With this Travel Guide you can experience these ...,2026-01-17 02:29:36.656159
/shorts/qgTewtgDORo,/@ImprovedLifestyle,ImprovedLifestyle,Top 5 Travel Destinations in North America,973,2 years,Top 5 Travel Destinations in North America.,2026-01-17 02:29:36.659328
/shorts/JxRypTl13MY,/@reneeandtim,thruhikers,Hiking in Europe vs. North America,3.4M,7 months,"Europe vs. North America — hiking edition. We've hiked all over the US, lots in Canada, and about 2000 km (1200 miles) in ...",2026-01-17 02:29:36.660703
/watch?v=_yDtLv-7xZ4&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@NotJustBikes,Not Just Bikes,I Visited the Best* City in North America (Montréal),1.9M,2 years,Get Nebula for 40% off an annual subscription: https://go.nebula.tv/notjustbikes Want more Montréal cycling? Check out my ...,2026-01-17 02:29:36.663552
/watch?v=xVujoz0_dTY&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@BrightSunTravels,Bright Sun Travels,North America's Worst Cruise Ship,2.7M,2 years,"... ""mini cruise"" to the Bahamas and back aboard the Margaritaville At Sea Paradise, the oldest major cruise ship in North America.",2026-01-17 02:29:36.668176
/shorts/0Vz3OZ4sM4w,/@Freelocated,FREELOCATED,Every VISA-FREE country in NORTH AMERICA in 2025,2.6K,1 year,Donations: https://cash.app/$OfficialJayJobes Every visa free country in North America for US passport holders and how long you ...,2026-01-17 02:29:36.671797
/watch?v=SgoIJe4WfDk&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@ExpozaTravel,Expoza Travel,Jamaica (North-America) Vacation Travel Video Guide,739K,12 years,1.679 Hotels in Jamaica - Lowest Price Guarantee ▻ https://booki.ng/2BwAcoD Travel video about destination Jamaica. Montego ...,2026-01-17 02:29:36.674670
/shorts/r4BuA9MNq3E,/@GeoGlobeTales,GeoGlobeTales,The Longest Road in the World 🚘 Pan-American Highway ↕️,15M,1 year,"Did you know what the longest road in the world is? Discover the incredible Pan American Highway! Starting in Alaska, USA, ...",2026-01-17 02:29:36.677078
/shorts/U9JF49gd7MY,/@thetravelshack,The Travel Shack,Places That Don’t Feel Real: North America Edition! 🇺🇸🇨🇦🇲🇽Pt.4 #shorts #travel #northamerica,7.1K,1 year,Explore Unbelievable Places: North America Edition! Embark on a captivating journey through North America's most surreal ...,2026-01-17 02:29:44.478474
/shorts/7Mej3ZeNHkM,/@Voyexa,Voyexa | Travel & Adventure,7 Cities to Visit in North America 🌎✈️,61,5 months,"Planning your next trip to North America? Here are 7 incredible cities you must visit, each offering unique culture, history, and ...",2026-01-17 02:29:44.479759
/shorts/3Qh5qIIE2rU,/@Travelingguide-23626,Traveling guide,Visit Niagara Falls | North America tourism,251,2 years,"Niagara #travel #canada #northamericatravel Welcome to the awe-inspiring wonder that is Niagara Falls, a natural spectacle that ...",2026-01-17 02:29:44.481002
/watch?v=afoeoe-7CCs&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2HSBwkJTwoBhyohjO8%3D,/@kodekai44,kodekai,i crossed north america using only public transit,292K,2 months,https://nano.store business email kodekai@oddprojects.com instagram ▻ https://www.instagram.com/kodekai44 tiktok ...,2026-01-17 02:29:44.482871
/watch?v=PvRuKfion6M&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@TheStoryTillNow,The Story Till Now,HARDEST Overland Trail In North America (We Almost Died),2.6M,2 years,"Sign up with my link and save 20% on OnX Off-Road: https://bit.ly/onxoffroadtstn In the summer of 2022, my friends and I set out to ...",2026-01-17 02:29:44.484063
/shorts/ivijUqcl9KM,/@Travel_motherearth,Explore the World,Places to visit in USA💘 #travel #shorts,32M,2 years,Places to visit in USA   #travel #shorts #explore #nature #beach #naturephotography #travelling #usa #usatrip #usatour ...,2026-01-17 02:29:44.485258
/watch?v=1iocehCGD9M&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2HSBwkJTwoBhyohjO8%3D,/@NorthAmericaOverland,NorthAmericaOverland,"Sam, Kurt and Andrew's Overlanding Trip Across North America",3.7K,9 years,Sam Watson and his friends Kurt and Andrew are on a trip across the US in Kurt's Land Rover 110 and stopped at North America ...,2026-01-17 02:29:44.486439
/watch?v=9W1R6FVubFY&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@CBSMornings,CBS Mornings,North America's hidden travel hotspots,1.5K,9 years,"During the summer months, many of the most popular tourist attractions are pricey or crowded. So why not look for some hidden ...",2026-01-17 02:29:44.488148
/watch?v=YgtI-Q7sjmA&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@scenicworldtours,Scenic World Tours,20 Best Places To Visit in North America | Travel video,22K,3 years,"20 Best Places To Visit in North America Located entirely in the pleasant Northern Hemisphere, North America is a fabulous ...",2026-01-17 02:29:44.490923
/shorts/jN5CM_3MhZU,/@The-Stunning-World,The Stunning World,Most beautiful places in USA#travel #explore #nature #destination,822K,1 year,Most beautiful places in USA#travel #explore #nature #destination #shorts #travel #usa #placesthatdontfeelreal #america ...,2026-01-17 02:29:44.493240
/watch?v=FLXdU8EITg0&pp=ygUUdHJhdmVsIE5vcnRoIEFtZXJpY2E%3D,/@MathersOnTheMap,Mathers On The Map,TOP 10 ROAD TRIP DESTINATIONS FOR VAN LIFE (in North America),20K,4 years,In Episode 94 we take a look back at all of our adventures so far and compile a list of our top 10 van life destinations in North ...,2026-01-17 02:29:44.497995
